Woonplaats,Adres,Woning,Doelgroep,Publicatiedatum,Reacties,Verantwoording,Publicatiemodel
Amsterdam,De Wittenstraat 67 -B,Portiekflat - 3 kamers,Gezin,22-09-2023,795 reacties,De woning is verhuurd aan de 4e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Osdorpplein 879,Portiekflat - 3 kamers,Senioren,22-09-2023,100 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Zaandam,Bergblauwstraat 150,Galerijflat - 4 kamers,Gezin,22-09-2023,214 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Handbalstraat 540 A,Kamer - 1 kamers,Jongeren,22-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Dirk Sonoystraat 166,Galerijflat - 2 kamers,Jongeren,22-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Bellamystraat 143 H,Benedenwoning - 2 kamers,Gezin,22-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Nieuwlandhof 201,Portiekwoning - 3 kamers,Gezin,22-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Zaandam,IJdoorn 149,Galerijflat - 3 kamers,Senioren,22-09-2023,40 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Eduard Hellendoornstraat 3,Portiekflat - 3 kamers,Gezin,22-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Zaandam,Pieter Lakplantsoen 12,Benedenwoning - 3 kamers,Gezin,22-09-2023,289 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Purmerend,Bunderstraat 43,Tussenwoning - 4 kamers,Gezin,22-09-2023,1032 reacties,De woning is verhuurd aan de 4e kandidaat (Voorrang),Aanbodmodel
Weesp,Rembrandt van Rijnstraat 9,Portiekflat - 4 kamers,Gezin,22-09-2023,688 reacties,De woning is verhuurd aan de 4e kandidaat (Voorrang),Aanbodmodel
Hoofddorp,Aletta Jacobsdreef 42,Galerijflat - 2 kamers,Jongeren,22-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amstelveen,Zonnestein 24,Benedenwoning - 2 kamers,Senioren,22-09-2023,96 reacties,De woning is verhuurd aan de 5e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Watergangseweg 49,Hoekwoning - 3 kamers,Gezin,22-09-2023,5725 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nova Zemblastraat 22,Portiekwoning - 4 kamers,Jongeren,22-09-2023,1421 reacties,De woning is verhuurd aan de 1e kandidaat (Loting),Lotingmodel
Amsterdam,Griftstraat 8 1,Portiekwoning - 4 kamers,Gezin,22-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Zaandam,Jacobus Gorisstraat 86,Galerijflat - 3 kamers,Senioren,22-09-2023,43 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Hoofddorp,Corversbos 139,Benedenwoning - 5 kamers,Gezin,22-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Radboud 14-C,Galerijflat - 3 kamers,Senioren,22-09-2023,89 reacties,De woning is verhuurd aan de 4e kandidaat (Voorrang),Aanbodmodel
Rijsenhout,Kleine Poellaan 51,Hoekwoning - 4 kamers,Gezin,22-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Zaandam,Oudemansstraat 4,Portiekwoning - 4 kamers,Gezin,22-09-2023,564 reacties,De woning is verhuurd aan de 4e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Zaaiersweg 73 H,Benedenwoning - 2 kamers,Gezin,22-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Hoofddorp,Van Lijnden van Hemmenstraat 117,Galerijflat - 3 kamers,Gezin,22-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Delflandlaan 54,Portiekwoning - 3 kamers,Senioren,22-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Zaandam,Galjoenstraat 43,Tussenwoning - 4 kamers,Gezin,22-09-2023,1331 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,J.M. den Uylstraat 55,Portiekwoning - 3 kamers,Gezin,22-09-2023,948 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Florijn 637,Galerijflat - 4 kamers,Gezin,22-09-2023,869 reacties,De woning is verhuurd aan de 5e kandidaat (Voorrang),Aanbodmodel
Zaandam,Perim 127,Galerijflat - 3 kamers,Gezin,22-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Drakenstein 43,Galerijflat - 3 kamers,Gezin,22-09-2023,88 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Kotteraarstraat 7,Portiekwoning - 2 kamers,Jongeren,22-09-2023,2401 reacties,De woning is verhuurd aan de 4e kandidaat (Loting),Lotingmodel
Amsterdam,Brahmsstraat 90,Corridorflat - 2 kamers,Senioren,22-09-2023,40 reacties,De woning is verhuurd aan de 4e kandidaat (Voorrang),Aanbodmodel
Zaandam,Heinsiusstraat 64,Galerijflat - 4 kamers,Gezin,22-09-2023,955 reacties,De woning is verhuurd aan de 9e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Emmikhovenstraat 67,Galerijflat - 3 kamers,Senioren,22-09-2023,559 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Wormerveer,Kerkstraat 255,Tussenwoning - 5 kamers,Gezin,22-09-2023,135 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Krommenie,Kurkstraat 13,Portiekwoning - 2 kamers,Gezin,22-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Zaandam,Pharus 145,Galerijflat - 4 kamers,Gezin,22-09-2023,331 reacties,De woning is verhuurd aan de 4e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Marsmanstraat 18 -H,Benedenwoning - 2 kamers,Gezin,22-09-2023,387 reacties,De woning is verhuurd aan de 7e kandidaat (Voorrang),Aanbodmodel
Krommenie,Jutestraat 111,Portiekwoning - 2 kamers,Gezin,22-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Zaandam,Kolonelsdiep 44,Galerijflat - 3 kamers,Senioren,22-09-2023,211 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Jephtastraat 58 -H,Portiekwoning - 4 kamers,Gezin,22-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Brahmsstraat 38,Corridorflat - 2 kamers,Senioren,22-09-2023,175 reacties,De woning is verhuurd aan de 26e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Klipper 58,Portiekflat - 2 kamers,Jongeren,22-09-2023,1303 reacties,De woning is verhuurd aan de 1e kandidaat (Loting),Lotingmodel
Wormerveer,Cor Bruijnweg 44,Tussenwoning - 4 kamers,Gezin,22-09-2023,1192 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Brahmsstraat 96,Corridorflat - 2 kamers,Senioren,22-09-2023,42 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Van Boetzelaerstraat 54 -3,Bovenwoning - 2 kamers,Gezin,22-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Jan Lievensstraat 70,Bovenwoning - 3 kamers,Gezin,22-09-2023,23 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amstelveen,Faustlaan 10,Tussenwoning - 6 kamers,Gezin,21-09-2023,4 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Diamantstraat 144,Portiekwoning - 4 kamers,Gezin,21-09-2023,47 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Sumatraplantsoen 21 B,Portiekflat - 1 kamers,Gezin,21-09-2023,30 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amstelveen,Westhove 424,Galerijflat - 3 kamers,Gezin,21-09-2023,10 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Cornelis Lelylaan 69 3,Portiekwoning - 3 kamers,Gezin,21-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Distelkruisstraat 14,Benedenwoning - 3 kamers,Jongeren,21-09-2023,325 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Wibautstraat 142 H,Benedenwoning - 3 kamers,Jongeren,21-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Wormer,Gruttostraat 1,Hoekwoning - 4 kamers,Gezin,21-09-2023,213 reacties,De woning is verhuurd aan de 4e kandidaat (Voorrang),Aanbodmodel
Zaandam,Koopvaardijstraat 30,Tussenwoning - 4 kamers,Gezin,21-09-2023,2132 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Eerste Looiersdwarsstraat 8 B-1,Bovenwoning - 1 kamers,Gezin,21-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Blankenstraat 186 2,Portiekwoning - 2 kamers,Gezin,21-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Zaandam,Ringweg 60,Benedenwoning - 1 kamers,Jongeren,21-09-2023,452 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Texelweg 18,Tussenwoning - 3 kamers,Gezin,21-09-2023,4222 reacties,De woning is verhuurd aan de 7e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Soestdijkstraat 237,Corridorflat - 2 kamers,Senioren,21-09-2023,199 reacties,De woning is verhuurd aan de 10e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Arent Janszoon Ernststraat 44,Galerijflat - 3 kamers,Gezin,21-09-2023,1055 reacties,De woning is verhuurd aan de 6e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Jacob van Lennepstraat 353 -3,Portiekflat - 2 kamers,Gezin,21-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Diamantstraat 110,Portiekwoning - 3 kamers,Gezin,21-09-2023,144 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amstelveen,Olmenlaan 5,Tussenwoning - 4 kamers,Gezin,21-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Hoofddorp,Femina Mullerstraat 121,Portiekflat - 3 kamers,Gezin,21-09-2023,703 reacties,De woning is verhuurd aan de 18e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Marnixkade 73 2,Portiekflat - 3 kamers,Gezin,21-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Hoofddorp,Assinkbos 200,Galerijflat - 3 kamers,Gezin,21-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Reina Prinsen Geerligsstraat 20 2,Portiekwoning - 3 kamers,Gezin,21-09-2023,858 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Zoutkeetsgracht 20,Bovenwoning - 4 kamers,Gezin,21-09-2023,33 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amstelveen,Den Bloeyenden Wijngaerdt 195,Bovenwoning - 4 kamers,Gezin,21-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Lieven de Keystraat 2 -2,Portiekwoning - 3 kamers,Gezin,21-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Soestdijkstraat 55,Corridorflat - 2 kamers,Senioren,21-09-2023,183 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Tjalkstraat 85,Galerijflat - 3 kamers,Gezin,21-09-2023,2668 reacties,De woning is verhuurd aan de 8e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Nieuwe Schermerstraat 3,Tussenwoning - 2 kamers,Jongeren,21-09-2023,3526 reacties,De woning is verhuurd aan de 1e kandidaat (Loting),Lotingmodel
Rijsenhout,Bennebroekerweg 35,Tussenwoning - 5 kamers,Gezin,21-09-2023,1173 reacties,De woning is verhuurd aan de 6e kandidaat (Voorrang),Aanbodmodel
Zaandam,Brandaris 316,Galerijflat - 4 kamers,Gezin,21-09-2023,697 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Aalsmeer,Ophelialaan 170,Benedenwoning - 2 kamers,Jongeren,21-09-2023,431 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Tilanusstraat 65 H,Benedenwoning - 2 kamers,Gezin,21-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Rijtuigenhof 6 2,Bovenwoning - 1 kamers,Gezin,21-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Vijfhuizen,Buitenhof 30,Hoekwoning - 4 kamers,Gezin,21-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Purmerend,Kempenland 36,Tussenwoning - 3 kamers,Gezin,21-09-2023,1144 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Krommenie,Kleine Beer 120,Galerijflat - 4 kamers,Gezin,21-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Jac. P. Thijsseplein 16 -HS,Benedenwoning - 2 kamers,Gezin,21-09-2023,2127 reacties,De woning is verhuurd aan de 6e kandidaat (Voorrang),Aanbodmodel
Zaandam,Jan Eijdenbergstraat 22,Portiekwoning - 3 kamers,Gezin,21-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Elandsstraat 164 A,Benedenwoning - 2 kamers,Gezin,21-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Jan Evertsenstraat 271,Galerijflat - 1 kamers,Jongeren,21-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Aalbersestraat 49,Hoekwoning - 3 kamers,Senioren,21-09-2023,322 reacties,De woning is verhuurd aan de 11e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Orteliusstraat 71 1,Portiekwoning - 3 kamers,Gezin,21-09-2023,3983 reacties,De woning is verhuurd aan de 8e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Tidorestraat 1 L,Portiekwoning - 1 kamers,Gezin,21-09-2023,71 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amstelveen,Sportlaan 212,Portiekwoning - 3 kamers,Gezin,21-09-2023,48 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Vrolikstraat 463-D,Bovenwoning - 2 kamers,Gezin,21-09-2023,2703 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Botteskerksingel 25 -1,Portiekwoning - 5 kamers,Gezin,21-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Insulindeweg 712,Portiekwoning - 1 kamers,Jongeren,20-09-2023,459 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Geervliet 2,Galerijflat - 3 kamers,Gezin,20-09-2023,28 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Wormer,Kuijperstraat 39,Galerijflat - 4 kamers,Meergezins,20-09-2023,1607 reacties,De woning is verhuurd aan de 7e kandidaat (Voorrang),Aanbodmodel
Zwanenburg,Banne 30,Tussenwoning - 7 kamers,Gezin,20-09-2023,329 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Amsterdam,William Barlowlaan 27,Galerijflat - 3 kamers,Gezin,20-09-2023,1094 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Purmerend,Slenkstraat 139,Portiekwoning - 2 kamers,Jongeren,20-09-2023,398 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Volendammerweg 40,Hoekwoning - 2 kamers,Gezin,20-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,IJselstraat 63 1,Bovenwoning - 2 kamers,Jongeren,20-09-2023,874 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Bolestein 60-A,Corridorflat - 2 kamers,Senioren,20-09-2023,206 reacties,De woning is verhuurd aan de 5e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Havikshorst 90,Galerijflat - 4 kamers,Gezin,20-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Purmerend,Banning Cocqgracht 41,Portiekwoning - 1 kamers,Jongeren,20-09-2023,174 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Purmerend,Puntmosstraat 31,Tussenwoning - 4 kamers,Gezin,20-09-2023,1405 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Volendammerweg 39,Tussenwoning - 2 kamers,Gezin,20-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Science Park 816-A,Portiekwoning - 1 kamers,Jongeren,20-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Eerste Jan Steenstraat 24 -C,Portiekflat - 2 kamers,Gezin,20-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Gillis Steltmanstraat 1 HS,Benedenwoning - 2 kamers,Gezin,20-09-2023,19 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Voetbalstraat 171,Tussenwoning - 1 kamers,Jongeren,20-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Weesp,Sportparklaan 49,Portiekflat - 3 kamers,Gezin,20-09-2023,779 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Hembrugstraat 161 AHS,Portiekwoning - 1 kamers,Gezin,20-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Nieuwe Uilenburgerstraat 56 -B,Portiekflat - 2 kamers,Gezin,20-09-2023,1857 reacties,De woning is verhuurd aan de 8e kandidaat (Voorrang),Aanbodmodel
Weesp,Blauwschildershof 24,Tussenwoning - 4 kamers,Gezin,20-09-2023,892 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Noordermarkt 12 -3,Bovenwoning - 2 kamers,Gezin,20-09-2023,3453 reacties,De woning is verhuurd aan de 7e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Gillis van Ledenberchstraat 135 3,Portiekwoning - 2 kamers,Jongeren,20-09-2023,344 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Zaandam,Wibautstraat 135,Portiekflat - 6 kamers,Gezin,20-09-2023,190 reacties,De woning is verhuurd aan de 4e kandidaat (Voorrang),Aanbodmodel
Hoofddorp,Piet Heinflat 66,Galerijflat - 2 kamers,Senioren,20-09-2023,244 reacties,De woning is verhuurd aan de 5e kandidaat (Voorrang),Aanbodmodel
Hoofddorp,Dokter Van Dorstenstraat 75,Galerijflat - 3 kamers,Gezin,20-09-2023,1173 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Urkstraat 22,Tussenwoning - 3 kamers,Gezin,20-09-2023,4547 reacties,De woning is verhuurd aan de 5e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Vreedenhaven 1 -1,Portiekwoning - 2 kamers,Gezin,20-09-2023,1138 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Riouwstraat 144,Portiekwoning - 2 kamers,Gezin,20-09-2023,2 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Koekoeksplein 18 H G 2,Portiekwoning - 2 kamers,Jongeren,20-09-2023,848 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Schoener 59,Portiekflat - 2 kamers,Gezin,20-09-2023,58 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Elzenhagensingel 1707,Portiekwoning - 1 kamers,Jongeren,19-09-2023,4 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Elzenhagensingel 1569,Portiekflat - 1 kamers,Jongeren,19-09-2023,5 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Derde Oosterparkstraat 240 HS,Benedenwoning - 2 kamers,Gezin,19-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Maria Telkesstraat 48,Tussenwoning - 3 kamers,Gezin,19-09-2023,6708 reacties,De woning is verhuurd aan de 5e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Osdorper Ban 407 3,Portiekwoning - 3 kamers,Gezin,19-09-2023,14 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Volendammerweg 240,Portiekwoning - 2 kamers,Jongeren,19-09-2023,1746 reacties,De woning is verhuurd aan de 1e kandidaat (Loting),Lotingmodel
Amsterdam,Waterspiegelplein 74,Galerijflat - 2 kamers,Gezin,19-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,mt. Lincolnweg 22 P 5,Corridorflat - 2 kamers,Jongeren,19-09-2023,252 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,mt. Lincolnweg 22 G 20,Corridorflat - 2 kamers,Jongeren,19-09-2023,840 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,De Wittenstraat 42 -C,Portiekflat - 3 kamers,Gezin,19-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Ookmeerweg 116,Galerijflat - 3 kamers,Gezin,19-09-2023,789 reacties,De woning is verhuurd aan de 25e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Hegelhof 73,Portiekwoning - 5 kamers,Gezin,19-09-2023,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
